primaryTitle,startYear,numVotes,averageRating
A Street Cat Named Bob,2016,37274,7.3
Kilo Two Bravo,2014,15738,7.1
The Dig,2021,90216,7.1
Holding the Man,2015,14321,7.5
The Salt of the Earth,2014,25469,8.4
The Voice of Hind Rajab,2025,20422,8.2
Elvis,2022,263840,7.3
Brain on Fire,2016,26337,6.6
Maudie,2016,25957,7.6
The Lady in the Van,2015,34926,6.7
Experimenter,2015,20959,6.6
Lion,2016,268215,8.0
Jungle,2017,72228,6.7
Snowden,2016,173982,7.3
Only the Brave,2017,93249,7.6
Truth,2015,22769,6.8
Stronger,2017,54508,6.9
Brian Banks,2018,10898,7.2
Muhammad: The Messenger of God,2015,13098,7.2
Colonia,2015,59950,7.0
The Tale,2018,21704,7.2
Citizenfour,2014,60268,8.0
Firebird,2021,15201,7.1
A Prayer Before Dawn,2017,29280,6.8
Battle for Sevastopol,2015,15480,7.0
Florence Foster Jenkins,2016,62549,6.8
M.S. Dhoni: The Untold Story,2016,76877,8.0
The Birth of a Nation,2016,22734,6.6
Molly's Game,2017,205263,7.4
Cobain: Montage of Heck,2015,33500,7.5
Miracles from Heaven,2016,32135,7.1
The Good Nurse,2022,91755,6.8
The Founder,2016,207887,7.2
"What Happened, Miss Simone?",2015,15480,7.6
Embrace of the Serpent,2015,26033,7.8
Queen of Katwe,2016,20216,7.4
The King's Choice,2016,11174,7.1
The Clan,2015,15301,6.9
Darkest Hour,2017,245019,7.4
Can You Ever Forgive Me?,2018,59014,7.1
The Resistance Banker,2018,11764,6.9
Battle of the Sexes,2017,64084,6.7
Roofman,2025,84954,6.9
Denial,2016,25454,6.8
Harriet,2019,36856,6.8
Christine,2016,18047,6.9
Lords of Chaos,2018,22723,6.6
On the Basis of Sex,2018,42626,7.1
Loving,2016,38683,7.0
Neruda,2016,11527,6.8
The Great Hack,2019,25904,7.0
The Mauritanian,2021,72543,7.5
The Best of Enemies,2019,22293,7.3
Hidden Figures,2016,292642,7.8
First They Killed My Father,2017,22372,7.2
Megan Leavey,2017,30408,7.1
Just Mercy,2019,85545,7.6
Till,2022,18056,7.2
Rebel in the Rye,2017,11645,6.7
Ordinary Angels,2024,22433,7.4
Dangal,2016,246694,8.3
The Favourite,2018,260498,7.5
Papillon,2017,96795,7.2
Lee,2023,35905,6.9
Togo,2019,62900,7.9
The Pirates of Somalia,2017,12121,6.7
Young Woman and the Sea,2024,20545,7.5
Operation Finale,2018,54720,6.6
Oasis: Supersonic,2016,13985,7.8
O.J.: Made in America,2016,24075,8.9
Neerja,2016,25299,7.6
All the Money in the World,2017,96932,6.8
Marshall,2017,29212,7.3
Nyad,2023,45222,7.1
Never Look Away,2018,28423,7.7
Official Secrets,2019,61255,7.3
Diego Maradona,2019,19552,7.7
Colette,2018,28321,6.7
The African Doctor,2016,12299,7.0
A Futile and Stupid Gesture,2018,18984,6.7
"I, Tonya",2017,263101,7.5
Film Stars Don't Die in Liverpool,2017,11235,6.7
Breathe,2017,26742,7.2
Borg vs. McEnroe,2017,36652,6.9
Escape from Pretoria,2020,50592,6.8
Victoria & Abdul,2017,40226,6.8
A Hidden Life,2019,32569,7.4
The Whiskey Bandit,2017,10088,7.3
The Professor and the Madman,2019,55441,7.2
The Angel,2018,16727,6.7
Skin,2018,21383,6.8
Professor Marston & the Wonder Women,2017,30645,7.0
American Animals,2018,53572,7.0
The Man Who Invented Christmas,2017,22167,7.0
Vice,2018,176132,7.2
The Banker,2020,43462,7.3
"Don't Worry, He Won't Get Far on Foot",2018,33459,6.8
The Post,2017,173285,7.2
Adrift,2018,66472,6.6
Ayla: The Daughter of War,2017,48914,8.2
Penguin Bloom,2020,13755,6.8
Bombshell,2019,137021,6.8
I Can Only Imagine,2018,21023,7.3
Sanju,2018,67990,7.6
Clouds,2020,13011,7.5
Fighting with My Family,2019,93750,7.0
Outlaw King,2018,89021,6.9
The Photographer of Mauthausen,2018,14212,6.8
Hillbilly Elegy,2020,61667,6.7
A Twelve-Year Night,2018,11800,7.5
Benedetta,2021,30452,6.7
Mr. Jones,2019,18719,6.9
Resistance,2020,10229,6.6
At Eternity's Gate,2018,44719,6.9
Green Book,2018,698515,8.2
Boy Erased,2018,46479,6.9
Kurup,2021,18367,7.0
On My Skin: The Last Seven Days of Stefano Cucchi,2018,10918,7.3
El Angel,2018,12453,6.9
The Dawn Wall,2017,22466,8.1
BlacKkKlansman,2018,316681,7.5
"Paul, Apostle of Christ",2018,11615,6.7
Mahanati,2018,16731,8.4
Munich: The Edge of War,2021,40060,6.8
Super 30,2019,42663,7.9
The Boy Who Harnessed the Wind,2019,53220,7.6
Judy,2019,58812,6.8
Sound of Freedom,2023,138893,7.6
Three Identical Strangers,2018,45274,7.6
Won't You Be My Neighbor?,2018,28243,8.3
RBG,2018,15671,7.6
Robin Williams: Come Inside My Mind,2018,10412,7.9
Devotion,2022,33099,6.6
A Call to Spy,2019,10040,6.7
The Traitor,2019,14662,7.1
Marighella,2019,48357,7.1
Müslüm,2018,21903,7.6
The King,2019,181560,7.3
Worth,2020,20866,6.8
Flamin' Hot,2023,21684,6.8
Tanhaji: The Unsung Warrior,2020,38862,7.5
Bad Education,2019,46371,7.1
The Report,2019,57371,7.2
Jerry & Marge Go Large,2022,36326,6.9
The Apprentice,2024,74960,7.1
The Two Popes,2019,147602,7.6
Flee,2021,21322,7.9
Hamilton,2020,141864,8.3
Dolemite Is My Name,2019,68441,7.2
"tick, tick... BOOM!",2021,129688,7.5
Toma,2021,13401,8.6
The Swimmers,2022,40865,7.4
Jhund,2022,26254,7.4
Dark Waters,2019,122857,7.6
The Eyes of Tammy Faye,2021,79615,6.6
Champion,2018,14437,8.2
Cherry,2021,42743,6.6
Rocketry: The Nambi Effect,2022,62466,8.6
Pocket Hercules: Naim Süleymanoglu,2019,15793,8.2
For Sama,2019,13851,8.5
King Richard,2021,192970,7.5
Judas and the Black Messiah,2021,115892,7.4
Major,2022,34489,8.1
Moonage Daydream,2022,16585,7.6
